trip_id,booking_user_id,pick_up_latitude,pick_up_longitude,drop_off_latitude,drop_off_longitude,pick_up_address,drop_off_address,trip_date_and_time,total_passengers,user_id,age,hour,day,weekday,large_group
734867,413064,30.2652581,-97.7453008,30.2925935,-97.7394252,"2nd Street District, Colorado St, Austin, United States, 78701","Scottish Rite Dormitory, West 27th Street, Austin, TX, USA",2025-09-07 21:34:21,7,413064,24.0,21,2025-09-07,Sunday,True
734863,427447,30.1633148,-97.7891551,30.2903076,-97.7430597,"South Austin, S IH-35 Service Rd, Austin, United States, 78748","Rambler Apartments, Seton Avenue, Austin, TX, USA",2025-09-07 21:25:55,6,427447,19.0,21,2025-09-07,Sunday,False
734863,427447,30.1633148,-97.7891551,30.2903076,-97.7430597,"South Austin, S IH-35 Service Rd, Austin, United States, 78748","Rambler Apartments, Seton Avenue, Austin, TX, USA",2025-09-07 21:25:55,6,339711,19.0,21,2025-09-07,Sunday,False
734863,427447,30.1633148,-97.7891551,30.2903076,-97.7430597,"South Austin, S IH-35 Service Rd, Austin, United States, 78748","Rambler Apartments, Seton Avenue, Austin, TX, USA",2025-09-07 21:25:55,6,427445,19.0,21,2025-09-07,Sunday,False
734862,447928,30.2858491,-97.7425158,30.2820797,-97.7057133,"The Drag, San Antonio St, Austin, United States, 78705","Zeds Real Fruit Ice Cream, Harvey Street, Austin, TX, USA",2025-09-07 21:15:56,8,448276,18.0,21,2025-09-07,Sunday,True
734862,447928,30.2858491,-97.7425158,30.2820797,-97.7057133,"The Drag, San Antonio St, Austin, United States, 78705","Zeds Real Fruit Ice Cream, Harvey Street, Austin, TX, USA",2025-09-07 21:15:56,8,449216,18.0,21,2025-09-07,Sunday,True
734862,447928,30.2858491,-97.7425158,30.2820797,-97.7057133,"The Drag, San Antonio St, Austin, United States, 78705","Zeds Real Fruit Ice Cream, Harvey Street, Austin, TX, USA",2025-09-07 21:15:56,8,581445,18.0,21,2025-09-07,Sunday,True
734862,447928,30.2858491,-97.7425158,30.2820797,-97.7057133,"The Drag, San Antonio St, Austin, United States, 78705","Zeds Real Fruit Ice Cream, Harvey Street, Austin, TX, USA",2025-09-07 21:15:56,8,447916,24.0,21,2025-09-07,Sunday,True
734862,447928,30.2858491,-97.7425158,30.2820797,-97.7057133,"The Drag, San Antonio St, Austin, United States, 78705","Zeds Real Fruit Ice Cream, Harvey Street, Austin, TX, USA",2025-09-07 21:15:56,8,447792,18.0,21,2025-09-07,Sunday,True
734862,447928,30.2858491,-97.7425158,30.2820797,-97.7057133,"The Drag, San Antonio St, Austin, United States, 78705","Zeds Real Fruit Ice Cream, Harvey Street, Austin, TX, USA",2025-09-07 21:15:56,8,447928,18.0,21,2025-09-07,Sunday,True
734862,447928,30.2858491,-97.7425158,30.2820797,-97.7057133,"The Drag, San Antonio St, Austin, United States, 78705","Zeds Real Fruit Ice Cream, Harvey Street, Austin, TX, USA",2025-09-07 21:15:56,8,522156,18.0,21,2025-09-07,Sunday,True
734862,447928,30.2858491,-97.7425158,30.2820797,-97.7057133,"The Drag, San Antonio St, Austin, United States, 78705","Zeds Real Fruit Ice Cream, Harvey Street, Austin, TX, USA",2025-09-07 21:15:56,8,447963,18.0,21,2025-09-07,Sunday,True
734855,328323,30.382213,-97.9515124,30.2889763,-97.7432405,"Travis Southwest, Bella Cima Dr, Austin, United States, 78734","Alpha Chi Omega, Nueces Street, Austin, TX, USA",2025-09-07 21:06:43,7,328304,19.0,21,2025-09-07,Sunday,True
734855,328323,30.382213,-97.9515124,30.2889763,-97.7432405,"Travis Southwest, Bella Cima Dr, Austin, United States, 78734","Alpha Chi Omega, Nueces Street, Austin, TX, USA",2025-09-07 21:06:43,7,320500,19.0,21,2025-09-07,Sunday,True
734855,328323,30.382213,-97.9515124,30.2889763,-97.7432405,"Travis Southwest, Bella Cima Dr, Austin, United States, 78734","Alpha Chi Omega, Nueces Street, Austin, TX, USA",2025-09-07 21:06:43,7,328323,23.0,21,2025-09-07,Sunday,True
734855,328323,30.382213,-97.9515124,30.2889763,-97.7432405,"Travis Southwest, Bella Cima Dr, Austin, United States, 78734","Alpha Chi Omega, Nueces Street, Austin, TX, USA",2025-09-07 21:06:43,7,342991,2.0,21,2025-09-07,Sunday,True
734855,328323,30.382213,-97.9515124,30.2889763,-97.7432405,"Travis Southwest, Bella Cima Dr, Austin, United States, 78734","Alpha Chi Omega, Nueces Street, Austin, TX, USA",2025-09-07 21:06:43,7,256042,20.0,21,2025-09-07,Sunday,True
734855,328323,30.382213,-97.9515124,30.2889763,-97.7432405,"Travis Southwest, Bella Cima Dr, Austin, United States, 78734","Alpha Chi Omega, Nueces Street, Austin, TX, USA",2025-09-07 21:06:43,7,342949,19.0,21,2025-09-07,Sunday,True
734855,328323,30.382213,-97.9515124,30.2889763,-97.7432405,"Travis Southwest, Bella Cima Dr, Austin, United States, 78734","Alpha Chi Omega, Nueces Street, Austin, TX, USA",2025-09-07 21:06:43,7,209660,25.0,21,2025-09-07,Sunday,True
734859,465146,30.2997079,-97.7211404,30.2847095,-97.7434527,"Hancock, Austin, United States, 78751","The Callaway House Austin, West 22nd Street, Austin, TX, USA",2025-09-07 21:03:47,10,517851,18.0,21,2025-09-07,Sunday,True
734859,465146,30.2997079,-97.7211404,30.2847095,-97.7434527,"Hancock, Austin, United States, 78751","The Callaway House Austin, West 22nd Street, Austin, TX, USA",2025-09-07 21:03:47,10,465146,18.0,21,2025-09-07,Sunday,True
734859,465146,30.2997079,-97.7211404,30.2847095,-97.7434527,"Hancock, Austin, United States, 78751","The Callaway House Austin, West 22nd Street, Austin, TX, USA",2025-09-07 21:03:47,10,447715,18.0,21,2025-09-07,Sunday,True
734859,465146,30.2997079,-97.7211404,30.2847095,-97.7434527,"Hancock, Austin, United States, 78751","The Callaway House Austin, West 22nd Street, Austin, TX, USA",2025-09-07 21:03:47,10,571262,18.0,21,2025-09-07,Sunday,True
734859,465146,30.2997079,-97.7211404,30.2847095,-97.7434527,"Hancock, Austin, United States, 78751","The Callaway House Austin, West 22nd Street, Austin, TX, USA",2025-09-07 21:03:47,10,517850,17.0,21,2025-09-07,Sunday,True
734859,465146,30.2997079,-97.7211404,30.2847095,-97.7434527,"Hancock, Austin, United States, 78751","The Callaway House Austin, West 22nd Street, Austin, TX, USA",2025-09-07 21:03:47,10,586923,9.0,21,2025-09-07,Sunday,True
734859,465146,30.2997079,-97.7211404,30.2847095,-97.7434527,"Hancock, Austin, United States, 78751","The Callaway House Austin, West 22nd Street, Austin, TX, USA",2025-09-07 21:03:47,10,161009,23.0,21,2025-09-07,Sunday,True
734859,465146,30.2997079,-97.7211404,30.2847095,-97.7434527,"Hancock, Austin, United States, 78751","The Callaway House Austin, West 22nd Street, Austin, TX, USA",2025-09-07 21:03:47,10,177469,19.0,21,2025-09-07,Sunday,True
734859,465146,30.2997079,-97.7211404,30.2847095,-97.7434527,"Hancock, Austin, United States, 78751","The Callaway House Austin, West 22nd Street, Austin, TX, USA",2025-09-07 21:03:47,10,593449,18.0,21,2025-09-07,Sunday,True
734859,465146,30.2997079,-97.7211404,30.2847095,-97.7434527,"Hancock, Austin, United States, 78751","The Callaway House Austin, West 22nd Street, Austin, TX, USA",2025-09-07 21:03:47,10,275017,18.0,21,2025-09-07,Sunday,True
734854,599801,30.2654872,-97.7484021,30.2873853,-97.7424943,"2nd Street District, W 2nd St, Austin, United States, 78701","The Castilian, San Antonio Street, Austin, TX, USA",2025-09-07 20:41:30,9,599650,18.0,20,2025-09-07,Sunday,True
734854,599801,30.2654872,-97.7484021,30.2873853,-97.7424943,"2nd Street District, W 2nd St, Austin, United States, 78701","The Castilian, San Antonio Street, Austin, TX, USA",2025-09-07 20:41:30,9,599811,18.0,20,2025-09-07,Sunday,True
734854,599801,30.2654872,-97.7484021,30.2873853,-97.7424943,"2nd Street District, W 2nd St, Austin, United States, 78701","The Castilian, San Antonio Street, Austin, TX, USA",2025-09-07 20:41:30,9,599813,20.0,20,2025-09-07,Sunday,True
734854,599801,30.2654872,-97.7484021,30.2873853,-97.7424943,"2nd Street District, W 2nd St, Austin, United States, 78701","The Castilian, San Antonio Street, Austin, TX, USA",2025-09-07 20:41:30,9,372701,18.0,20,2025-09-07,Sunday,True
734854,599801,30.2654872,-97.7484021,30.2873853,-97.7424943,"2nd Street District, W 2nd St, Austin, United States, 78701","The Castilian, San Antonio Street, Austin, TX, USA",2025-09-07 20:41:30,9,599809,18.0,20,2025-09-07,Sunday,True
734854,599801,30.2654872,-97.7484021,30.2873853,-97.7424943,"2nd Street District, W 2nd St, Austin, United States, 78701","The Castilian, San Antonio Street, Austin, TX, USA",2025-09-07 20:41:30,9,583487,18.0,20,2025-09-07,Sunday,True
734854,599801,30.2654872,-97.7484021,30.2873853,-97.7424943,"2nd Street District, W 2nd St, Austin, United States, 78701","The Castilian, San Antonio Street, Austin, TX, USA",2025-09-07 20:41:30,9,599810,18.0,20,2025-09-07,Sunday,True
734854,599801,30.2654872,-97.7484021,30.2873853,-97.7424943,"2nd Street District, W 2nd St, Austin, United States, 78701","The Castilian, San Antonio Street, Austin, TX, USA",2025-09-07 20:41:30,9,599812,0.0,20,2025-09-07,Sunday,True
734854,599801,30.2654872,-97.7484021,30.2873853,-97.7424943,"2nd Street District, W 2nd St, Austin, United States, 78701","The Castilian, San Antonio Street, Austin, TX, USA",2025-09-07 20:41:30,9,599801,19.0,20,2025-09-07,Sunday,True
734853,595204,30.2454026,-97.7304691,30.2873853,-97.7424943,"1618 Asian Fusion, East Riverside Drive, Austin, TX, USA","The Castilian, San Antonio Street, Austin, TX, USA",2025-09-07 20:33:31,9,599758,18.0,20,2025-09-07,Sunday,True
734853,595204,30.2454026,-97.7304691,30.2873853,-97.7424943,"1618 Asian Fusion, East Riverside Drive, Austin, TX, USA","The Castilian, San Antonio Street, Austin, TX, USA",2025-09-07 20:33:31,9,491121,21.0,20,2025-09-07,Sunday,True
734853,595204,30.2454026,-97.7304691,30.2873853,-97.7424943,"1618 Asian Fusion, East Riverside Drive, Austin, TX, USA","The Castilian, San Antonio Street, Austin, TX, USA",2025-09-07 20:33:31,9,595204,19.0,20,2025-09-07,Sunday,True
734853,595204,30.2454026,-97.7304691,30.2873853,-97.7424943,"1618 Asian Fusion, East Riverside Drive, Austin, TX, USA","The Castilian, San Antonio Street, Austin, TX, USA",2025-09-07 20:33:31,9,599202,18.0,20,2025-09-07,Sunday,True
734853,595204,30.2454026,-97.7304691,30.2873853,-97.7424943,"1618 Asian Fusion, East Riverside Drive, Austin, TX, USA","The Castilian, San Antonio Street, Austin, TX, USA",2025-09-07 20:33:31,9,599782,18.0,20,2025-09-07,Sunday,True
734853,595204,30.2454026,-97.7304691,30.2873853,-97.7424943,"1618 Asian Fusion, East Riverside Drive, Austin, TX, USA","The Castilian, San Antonio Street, Austin, TX, USA",2025-09-07 20:33:31,9,599209,18.0,20,2025-09-07,Sunday,True
734853,595204,30.2454026,-97.7304691,30.2873853,-97.7424943,"1618 Asian Fusion, East Riverside Drive, Austin, TX, USA","The Castilian, San Antonio Street, Austin, TX, USA",2025-09-07 20:33:31,9,598398,18.0,20,2025-09-07,Sunday,True
734853,595204,30.2454026,-97.7304691,30.2873853,-97.7424943,"1618 Asian Fusion, East Riverside Drive, Austin, TX, USA","The Castilian, San Antonio Street, Austin, TX, USA",2025-09-07 20:33:31,9,599776,21.0,20,2025-09-07,Sunday,True
734851,365958,30.2616642,-97.7601048,30.2847095,-97.7434527,"Barton Springs, Barton Springs Rd, Austin, United States, 78704","The Callaway House Austin, West 22nd Street, Austin, TX, USA",2025-09-07 20:11:22,10,365958,18.0,20,2025-09-07,Sunday,True
734851,365958,30.2616642,-97.7601048,30.2847095,-97.7434527,"Barton Springs, Barton Springs Rd, Austin, United States, 78704","The Callaway House Austin, West 22nd Street, Austin, TX, USA",2025-09-07 20:11:22,10,483712,18.0,20,2025-09-07,Sunday,True
734851,365958,30.2616642,-97.7601048,30.2847095,-97.7434527,"Barton Springs, Barton Springs Rd, Austin, United States, 78704","The Callaway House Austin, West 22nd Street, Austin, TX, USA",2025-09-07 20:11:22,10,584449,18.0,20,2025-09-07,Sunday,True
734851,365958,30.2616642,-97.7601048,30.2847095,-97.7434527,"Barton Springs, Barton Springs Rd, Austin, United States, 78704","The Callaway House Austin, West 22nd Street, Austin, TX, USA",2025-09-07 20:11:22,10,583874,18.0,20,2025-09-07,Sunday,True
734851,365958,30.2616642,-97.7601048,30.2847095,-97.7434527,"Barton Springs, Barton Springs Rd, Austin, United States, 78704","The Callaway House Austin, West 22nd Street, Austin, TX, USA",2025-09-07 20:11:22,10,590859,18.0,20,2025-09-07,Sunday,True
734851,365958,30.2616642,-97.7601048,30.2847095,-97.7434527,"Barton Springs, Barton Springs Rd, Austin, United States, 78704","The Callaway House Austin, West 22nd Street, Austin, TX, USA",2025-09-07 20:11:22,10,453611,18.0,20,2025-09-07,Sunday,True
734851,365958,30.2616642,-97.7601048,30.2847095,-97.7434527,"Barton Springs, Barton Springs Rd, Austin, United States, 78704","The Callaway House Austin, West 22nd Street, Austin, TX, USA",2025-09-07 20:11:22,10,491781,18.0,20,2025-09-07,Sunday,True
734851,365958,30.2616642,-97.7601048,30.2847095,-97.7434527,"Barton Springs, Barton Springs Rd, Austin, United States, 78704","The Callaway House Austin, West 22nd Street, Austin, TX, USA",2025-09-07 20:11:22,10,533937,17.0,20,2025-09-07,Sunday,True
734851,365958,30.2616642,-97.7601048,30.2847095,-97.7434527,"Barton Springs, Barton Springs Rd, Austin, United States, 78704","The Callaway House Austin, West 22nd Street, Austin, TX, USA",2025-09-07 20:11:22,10,283389,19.0,20,2025-09-07,Sunday,True
734851,365958,30.2616642,-97.7601048,30.2847095,-97.7434527,"Barton Springs, Barton Springs Rd, Austin, United States, 78704","The Callaway House Austin, West 22nd Street, Austin, TX, USA",2025-09-07 20:11:22,10,583643,18.0,20,2025-09-07,Sunday,True
734849,531314,30.2975682,-97.7840602,30.2914874,-97.6981212,"Tarrytown, Scenic Dr, Austin, United States, 78703","3901 Berkman Drive, Austin, TX, USA",2025-09-07 19:57:44,8,164456,26.0,19,2025-09-07,Sunday,True
734849,531314,30.2975682,-97.7840602,30.2914874,-97.6981212,"Tarrytown, Scenic Dr, Austin, United States, 78703","3901 Berkman Drive, Austin, TX, USA",2025-09-07 19:57:44,8,544785,28.0,19,2025-09-07,Sunday,True
734849,531314,30.2975682,-97.7840602,30.2914874,-97.6981212,"Tarrytown, Scenic Dr, Austin, United States, 78703","3901 Berkman Drive, Austin, TX, USA",2025-09-07 19:57:44,8,530499,28.0,19,2025-09-07,Sunday,True
734849,531314,30.2975682,-97.7840602,30.2914874,-97.6981212,"Tarrytown, Scenic Dr, Austin, United States, 78703","3901 Berkman Drive, Austin, TX, USA",2025-09-07 19:57:44,8,599825,27.0,19,2025-09-07,Sunday,True
734849,531314,30.2975682,-97.7840602,30.2914874,-97.6981212,"Tarrytown, Scenic Dr, Austin, United States, 78703","3901 Berkman Drive, Austin, TX, USA",2025-09-07 19:57:44,8,599701,28.0,19,2025-09-07,Sunday,True
734849,531314,30.2975682,-97.7840602,30.2914874,-97.6981212,"Tarrytown, Scenic Dr, Austin, United States, 78703","3901 Berkman Drive, Austin, TX, USA",2025-09-07 19:57:44,8,531314,27.0,19,2025-09-07,Sunday,True
734849,531314,30.2975682,-97.7840602,30.2914874,-97.6981212,"Tarrytown, Scenic Dr, Austin, United States, 78703","3901 Berkman Drive, Austin, TX, USA",2025-09-07 19:57:44,8,536724,28.0,19,2025-09-07,Sunday,True
734843,261629,30.2890712,-97.7481069,30.2514145,-97.7022034,"West Campus, San Gabriel St, Austin, United States, 78705","De Nada Cantina, East Cesar Chavez Street, Austin, TX, USA",2025-09-07 19:24:22,11,261629,21.0,19,2025-09-07,Sunday,True
734843,261629,30.2890712,-97.7481069,30.2514145,-97.7022034,"West Campus, San Gabriel St, Austin, United States, 78705","De Nada Cantina, East Cesar Chavez Street, Austin, TX, USA",2025-09-07 19:24:22,11,214459,19.0,19,2025-09-07,Sunday,True
734843,261629,30.2890712,-97.7481069,30.2514145,-97.7022034,"West Campus, San Gabriel St, Austin, United States, 78705","De Nada Cantina, East Cesar Chavez Street, Austin, TX, USA",2025-09-07 19:24:22,11,404341,19.0,19,2025-09-07,Sunday,True
734843,261629,30.2890712,-97.7481069,30.2514145,-97.7022034,"West Campus, San Gabriel St, Austin, United States, 78705","De Nada Cantina, East Cesar Chavez Street, Austin, TX, USA",2025-09-07 19:24:22,11,83752,22.0,19,2025-09-07,Sunday,True
734843,261629,30.2890712,-97.7481069,30.2514145,-97.7022034,"West Campus, San Gabriel St, Austin, United States, 78705","De Nada Cantina, East Cesar Chavez Street, Austin, TX, USA",2025-09-07 19:24:22,11,390400,19.0,19,2025-09-07,Sunday,True
734843,261629,30.2890712,-97.7481069,30.2514145,-97.7022034,"West Campus, San Gabriel St, Austin, United States, 78705","De Nada Cantina, East Cesar Chavez Street, Austin, TX, USA",2025-09-07 19:24:22,11,390645,19.0,19,2025-09-07,Sunday,True
734843,261629,30.2890712,-97.7481069,30.2514145,-97.7022034,"West Campus, San Gabriel St, Austin, United States, 78705","De Nada Cantina, East Cesar Chavez Street, Austin, TX, USA",2025-09-07 19:24:22,11,82049,24.0,19,2025-09-07,Sunday,True
734843,261629,30.2890712,-97.7481069,30.2514145,-97.7022034,"West Campus, San Gabriel St, Austin, United States, 78705","De Nada Cantina, East Cesar Chavez Street, Austin, TX, USA",2025-09-07 19:24:22,11,331482,20.0,19,2025-09-07,Sunday,True
734843,261629,30.2890712,-97.7481069,30.2514145,-97.7022034,"West Campus, San Gabriel St, Austin, United States, 78705","De Nada Cantina, East Cesar Chavez Street, Austin, TX, USA",2025-09-07 19:24:22,11,344005,1.0,19,2025-09-07,Sunday,True
734841,427447,30.2897526,-97.7429714,30.1633017,-97.7891814,"The Drag, Nueces St, Austin, United States, 78705","Texas Roadhouse, South Interstate 35 Frontage Road, Austin, TX, USA",2025-09-07 19:16:54,7,339711,19.0,19,2025-09-07,Sunday,True
734841,427447,30.2897526,-97.7429714,30.1633017,-97.7891814,"The Drag, Nueces St, Austin, United States, 78705","Texas Roadhouse, South Interstate 35 Frontage Road, Austin, TX, USA",2025-09-07 19:16:54,7,427447,19.0,19,2025-09-07,Sunday,True
734841,427447,30.2897526,-97.7429714,30.1633017,-97.7891814,"The Drag, Nueces St, Austin, United States, 78705","Texas Roadhouse, South Interstate 35 Frontage Road, Austin, TX, USA",2025-09-07 19:16:54,7,427445,19.0,19,2025-09-07,Sunday,True
734840,599801,30.2873851,-97.7416325,30.2656938,-97.7485706,"The Drag, Guadalupe St, Austin, United States, 78705","Local Foods -- 2nd Street District, West 2nd Street, Austin, TX, USA",2025-09-07 19:13:26,9,599809,18.0,19,2025-09-07,Sunday,True
734840,599801,30.2873851,-97.7416325,30.2656938,-97.7485706,"The Drag, Guadalupe St, Austin, United States, 78705","Local Foods -- 2nd Street District, West 2nd Street, Austin, TX, USA",2025-09-07 19:13:26,9,599801,19.0,19,2025-09-07,Sunday,True
